titre,ville,code_postal,prix,surface,type_bien,pieces,url,prix_m2,latitude,longitude
Appartement,Montpellier,34000,399000,53,Appartements,3,https://www.etreproprio.com/immobilier-23251046-vente-appartement-montpellier,7528,43.6112422,3.8767337
Appartement t2 – quartier grisettes - situation idéale - toutes commodités à pied,Montpellier,34070,159900,44,Appartements,2,https://www.etreproprio.com/immobilier-23957466-vente-appartement-t2-quartier-grisettes-situation-ideale-toutes-commodites-a-pied-montpellier,3634,43.6112422,3.8767337
Appartement 0 chambre(s) à vendre,Montpellier,34070,127000,25,Appartements,1,https://www.etreproprio.com/immobilier-23431596-vente-appartement-0-chambres-a-vendre-montpellier,5080,43.6112422,3.8767337
Appartement - t3 - 60m2 - montpellier - secteur lepic,Montpellier,34070,196500,59,Appartements,3,https://www.etreproprio.com/immobilier-23956415-vente-appartement-t3-60m2-montpellier-secteur-lepic-montpellier,3331,43.6112422,3.8767337
Appartement montpellier  parc montcalm -t4  93 m2,Montpellier,34000,232000,93,Appartements,4,https://www.etreproprio.com/immobilier-23956837-vente-appartement-montpellier-parc-montcalm-t4-93-m2-montpellier,2495,43.6112422,3.8767337
Appartement 80m² à montpellier,Montpellier,34070,213000,80,Appartements,4,https://www.etreproprio.com/immobilier-23951239-vente-appartement-80m-a-montpellier-montpellier,2662,43.6112422,3.8767337
A vendre villa avec jardin à montpellier,,,,,,,https://www.etreproprio.com/immobilier-22303780-vente-a-vendre-villa-avec-jardin-a-montpellier-montpellier,,,
À vendre appartement familial de type cinq d'une superficie de 115 m² montpellier centre-ville !!!,Montpellier,34000,429000,116,Appartements,5,https://www.etreproprio.com/immobilier-23957557-vente-a-vendre-appartement-familial-de-type-cinq-d-une-superficie-de-115-m-montpellier-centre-ville-montpellier,3698,43.6112422,3.8767337
Montpellier idéal investisseur,Montpellier,34070,118500,22,Appartements,1,https://www.etreproprio.com/immobilier-23949098-vente-montpellier-ideal-investisseur-montpellier,5386,43.6112422,3.8767337
"Charmant t1 meublé proche des arènes, idéal investisseur",Montpellier,34000,113000,22,Appartements,1,https://www.etreproprio.com/immobilier-23956830-vente-charmant-t1-meuble-proche-des-arenes-ideal-investisseur-montpellier,5136,43.6112422,3.8767337
"Exclusivité - t2 haussmannien de 53 m2   une opportunité rare au cœur de montpellier, à deux pas de la comédie",Montpellier,34000,169000,53,Appartements,2,https://www.etreproprio.com/immobilier-23958966-vente-exclusivite-t2-haussmannien-de-53-m2-une-opportunite-rare-au-coeur-de-montpellier-a-deux-pas-de-la-comedie-montpellier,3189,43.6112422,3.8767337
Maison 182m² à montpellier,Montpellier,34070,699000,182,Maisons,9,https://www.etreproprio.com/immobilier-23841031-vente-maison-182m-a-montpellier-montpellier,3841,43.6112422,3.8767337
A vendre villa avec jardin à montpellier,Montpellier,34000,289000,104,Maisons,4,https://www.etreproprio.com/immobilier-23949580-vente-a-vendre-villa-avec-jardin-a-montpellier-montpellier,2779,43.6112422,3.8767337
Rooftop studio : charmant t1 avec grande terrasse à montpellier,Montpellier,34000,149000,23,Appartements,1,https://www.etreproprio.com/immobilier-23956844-vente-rooftop-studio-charmant-t1-avec-grande-terrasse-a-montpellier-montpellier,6478,43.6112422,3.8767337
Appartement - 3 pièces - 72m2 - cave - parking - piscine - tennis - parc - ligne 5 de tramway - parc montcalm - halles tropisme,Montpellier,34070,295000,72,Appartements,3,https://www.etreproprio.com/immobilier-23952125-vente-appartement-3-pieces-72m2-cave-parking-piscine-tennis-parc-ligne-5-de-tramway-parc-montcalm-halles-tropisme-montpellier,4097,43.6112422,3.8767337
T3 neuf port marianne,Montpellier,34000,336000,65,Appartements,3,https://www.etreproprio.com/immobilier-23950901-vente-t3-neuf-port-marianne-montpellier,5169,43.6112422,3.8767337
"Co exclusivité arceaux ensemble de bureaux de 260,12 m2 avec garage fermé",Montpellier,34000,766500,260,Commerces,,https://www.etreproprio.com/immobilier-23961107-vente-co-exclusivite-arceaux-ensemble-de-bureaux-de-26012-m2-avec-garage-ferme-montpellier,2948,43.6112422,3.8767337
Montpellier sud / nouvelle mairie - villa t6 de 155m2 style loft contemporain sur 250m2 de terrain piscine!,Montpellier,34000,649900,155,Maisons,6,https://www.etreproprio.com/immobilier-23613026-vente-montpellier-sud-nouvelle-mairie-villa-t6-de-155m2-style-loft-contemporain-sur-250m2-de-terrain-piscine-montpellier,4193,43.6112422,3.8767337
Appartement t1 bis loué,Montpellier,34000,102600,35,Appartements,1,https://www.etreproprio.com/immobilier-23956831-vente-appartement-t1-bis-loue-montpellier,2931,43.6112422,3.8767337
Vente maison 5 pieces montpellier ouest,Montpellier,34000,488000,143,Maisons,5,https://www.etreproprio.com/immobilier-23949683-vente-vente-maison-5-pieces-montpellier-ouest-montpellier,3413,43.6112422,3.8767337
Villa 9 pièces celleneuve,Montpellier,34000,369000,163,Maisons,9,https://www.etreproprio.com/immobilier-23953608-vente-villa-9-pieces-celleneuve-montpellier,2264,43.6112422,3.8767337
Canourgue - appartement t4 a renover,Montpellier,34000,519000,149,Appartements,4,https://www.etreproprio.com/immobilier-23954786-vente-canourgue-appartement-t4-a-renover-montpellier,3483,43.6112422,3.8767337
"T2 lumineux avec terrasse et parking  quartier des grisettes, montpellier",Montpellier,34070,159900,38,Appartements,2,https://www.etreproprio.com/immobilier-22481010-vente-t2-lumineux-avec-terrasse-et-parking-quartier-des-grisettes-montpellier-montpellier,4208,43.6112422,3.8767337
Appartement montpellier 3 pièce(s) 72 m2,Montpellier,34000,299000,72,Appartements,3,https://www.etreproprio.com/immobilier-23960105-vente-appartement-montpellier-3-pieces-72-m2-montpellier,4153,43.6112422,3.8767337
Maison montpellier 5 pièce(s) 100 m2,Montpellier,34000,459000,100,Maisons,5,https://www.etreproprio.com/immobilier-23956834-vente-maison-montpellier-5-pieces-100-m2-montpellier,4590,43.6112422,3.8767337
Appartement 47m² à montpellier,Montpellier,34080,176000,47,Appartements,1,https://www.etreproprio.com/immobilier-23952849-vente-appartement-47m-a-montpellier-montpellier,3745,43.6112422,3.8767337
Beau 2 pieces de 35m²,Montpellier,34000,215000,35,Appartements,2,https://www.etreproprio.com/immobilier-23953547-vente-beau-2-pieces-de-35m-montpellier,6143,43.6112422,3.8767337
Appartement 120m² à montpellier,Montpellier,34000,550000,120,Appartements,,https://www.etreproprio.com/immobilier-23949181-vente-appartement-120m-a-montpellier-montpellier,4583,43.6112422,3.8767337
Maison de 107m2 hab,Montpellier,34000,338000,107,Maisons,4,https://www.etreproprio.com/immobilier-23956842-vente-maison-de-107m2-hab-montpellier,3159,43.6112422,3.8767337
Appartement 27m² à montpellier,Montpellier,34070,128500,28,Appartements,2,https://www.etreproprio.com/immobilier-23949097-vente-appartement-27m-a-montpellier-montpellier,4589,43.6112422,3.8767337
Appartement 122m² à montpellier,Montpellier,34070,270000,122,Appartements,5,https://www.etreproprio.com/immobilier-22012969-vente-appartement-122m-a-montpellier-montpellier,2213,43.6112422,3.8767337
Terrain 578m² à montpellier,Montpellier,34070,359000,578,Terrains,,https://www.etreproprio.com/immobilier-23959858-vente-terrain-578m-a-montpellier-montpellier,621,43.6112422,3.8767337
Quartier boutonnet : type 1 de 35 m2 avec garage !,,,,,,,https://www.etreproprio.com/immobilier-23950123-vente-quartier-boutonnet-type-1-de-35-m2-avec-garage-montpellier,,,
Appartement 33m² à montpellier,Montpellier,34000,145000,33,Appartements,2,https://www.etreproprio.com/immobilier-23949597-vente-appartement-33m-a-montpellier-montpellier,4394,43.6112422,3.8767337
T4 neuf  brs nouvelle mairie,Montpellier,34000,310000,90,Appartements,4,https://www.etreproprio.com/immobilier-23959927-vente-t4-neuf-brs-nouvelle-mairie-montpellier,3444,43.6112422,3.8767337
Appartement 82m² à strasbourg,Strasbourg,67100,361964,82,Appartements,4,https://www.etreproprio.com/immobilier-23975833-vente-appartement-82m-a-strasbourg-strasbourg,4414,48.584614,7.7507127
Appartement 78m² à strasbourg,Strasbourg,67000,317954,79,Appartements,4,https://www.etreproprio.com/immobilier-23975831-vente-appartement-78m-a-strasbourg-strasbourg,4025,48.584614,7.7507127
Appartement 27m² à strasbourg,Strasbourg,67000,135000,27,Appartements,2,https://www.etreproprio.com/immobilier-23977902-vente-appartement-27m-a-strasbourg-strasbourg,5000,48.584614,7.7507127
Appartement 70m² à strasbourg,Strasbourg,67000,189000,70,Appartements,3,https://www.etreproprio.com/immobilier-23977117-vente-appartement-70m-a-strasbourg-strasbourg,2700,48.584614,7.7507127
Appartement 36m² à strasbourg,Strasbourg,67100,148000,36,Appartements,2,https://www.etreproprio.com/immobilier-23973148-vente-appartement-36m-a-strasbourg-strasbourg,4111,48.584614,7.7507127
Appartement 64m² à strasbourg,Strasbourg,67200,219000,64,Appartements,4,https://www.etreproprio.com/immobilier-23971131-vente-appartement-64m-a-strasbourg-strasbourg,3422,48.584614,7.7507127
Appartement 82m² à strasbourg,Strasbourg,67000,361964,82,Appartements,4,https://www.etreproprio.com/immobilier-23975834-vente-appartement-82m-a-strasbourg-strasbourg,4414,48.584614,7.7507127
Appartement 81m² à strasbourg,Strasbourg,67000,276914,81,Appartements,4,https://www.etreproprio.com/immobilier-23975829-vente-appartement-81m-a-strasbourg-strasbourg,3419,48.584614,7.7507127
Appartement 81m² à strasbourg,Strasbourg,67100,276914,81,Appartements,4,https://www.etreproprio.com/immobilier-23975830-vente-appartement-81m-a-strasbourg-strasbourg,3419,48.584614,7.7507127
Appartement 59m² à strasbourg,Strasbourg,67000,227500,59,Appartements,3,https://www.etreproprio.com/immobilier-23971195-vente-appartement-59m-a-strasbourg-strasbourg,3856,48.584614,7.7507127
Appartement 34m² à strasbourg,Strasbourg,67200,129000,34,Appartements,2,https://www.etreproprio.com/immobilier-23970824-vente-appartement-34m-a-strasbourg-strasbourg,3794,48.584614,7.7507127
Appartement 80m² à strasbourg,Strasbourg,67000,425250,80,Appartements,3,https://www.etreproprio.com/immobilier-22406012-vente-appartement-80m-a-strasbourg-strasbourg,5316,48.584614,7.7507127
Commerce 120m² à strasbourg,Strasbourg,67000,479900,120,Commerces,,https://www.etreproprio.com/immobilier-23844677-vente-commerce-120m-a-strasbourg-strasbourg,3999,48.584614,7.7507127
Appartement 250m² à strasbourg,Strasbourg,67000,989994,250,Appartements,10,https://www.etreproprio.com/immobilier-23975837-vente-appartement-250m-a-strasbourg-strasbourg,3960,48.584614,7.7507127
Appartement 101m² à strasbourg,Strasbourg,67100,367500,102,Appartements,3,https://www.etreproprio.com/immobilier-23977886-vente-appartement-101m-a-strasbourg-strasbourg,3603,48.584614,7.7507127
Appartement 103m² à strasbourg,Strasbourg,67100,384800,103,Appartements,5,https://www.etreproprio.com/immobilier-23977838-vente-appartement-103m-a-strasbourg-strasbourg,3736,48.584614,7.7507127
Appartement 250m² à strasbourg,Strasbourg,67000,989994,250,Appartements,10,https://www.etreproprio.com/immobilier-23975838-vente-appartement-250m-a-strasbourg-strasbourg,3960,48.584614,7.7507127
Appartement 2 pièces centre ville de strasbourg - spécial investisseurs !,Strasbourg,67000,235400,39,Appartements,2,https://www.etreproprio.com/immobilier-23978450-vente-appartement-2-pieces-centre-ville-de-strasbourg-special-investisseurs-strasbourg,6036,48.584614,7.7507127
Appartement 2 pièces - cronenbourg saint-florent - 66m²,Strasbourg,67200,149000,66,Appartements,2,https://www.etreproprio.com/immobilier-23976650-vente-appartement-2-pieces-cronenbourg-saint-florent-66m-strasbourg,2258,48.584614,7.7507127
Appartement 99m² à strasbourg,Strasbourg,67000,479500,99,Appartements,4,https://www.etreproprio.com/immobilier-23969964-vente-appartement-99m-a-strasbourg-strasbourg,4843,48.584614,7.7507127
Appartement 78m² à strasbourg,Strasbourg,67100,317954,79,Appartements,4,https://www.etreproprio.com/immobilier-23975832-vente-appartement-78m-a-strasbourg-strasbourg,4025,48.584614,7.7507127
"Strasbourg, secteur laiterie / proche centre-ville",Strasbourg,67000,329000,79,Appartements,3,https://www.etreproprio.com/immobilier-23975881-vente-strasbourg-secteur-laiterie-proche-centre-ville-strasbourg,4165,48.584614,7.7507127
Appartement 17m² à strasbourg,Strasbourg,67000,121000,17,Appartements,1,https://www.etreproprio.com/immobilier-23977116-vente-appartement-17m-a-strasbourg-strasbourg,7118,48.584614,7.7507127
Appartement 47m² à strasbourg,Strasbourg,67100,175000,47,Appartements,2,https://www.etreproprio.com/immobilier-23977110-vente-appartement-47m-a-strasbourg-strasbourg,3723,48.584614,7.7507127
Appartement 96m² à strasbourg,Strasbourg,67100,367948,97,Appartements,4,https://www.etreproprio.com/immobilier-23975835-vente-appartement-96m-a-strasbourg-strasbourg,3793,48.584614,7.7507127
Appartement 94m² à strasbourg,Strasbourg,67000,242476,95,Appartements,5,https://www.etreproprio.com/immobilier-23975827-vente-appartement-94m-a-strasbourg-strasbourg,2552,48.584614,7.7507127
Appartement 38m² à strasbourg,Strasbourg,67100,159000,38,Appartements,2,https://www.etreproprio.com/immobilier-23970753-vente-appartement-38m-a-strasbourg-strasbourg,4184,48.584614,7.7507127
Appartement 58m² à strasbourg,Strasbourg,67000,179000,58,Appartements,3,https://www.etreproprio.com/immobilier-23977885-vente-appartement-58m-a-strasbourg-strasbourg,3086,48.584614,7.7507127
Commerce 65m² à strasbourg,Strasbourg,67000,288000,65,Commerces,,https://www.etreproprio.com/immobilier-21911653-vente-commerce-65m-a-strasbourg-strasbourg,4431,48.584614,7.7507127
Appartement 24m² à strasbourg,Strasbourg,67000,113868,25,Appartements,1,https://www.etreproprio.com/immobilier-23975822-vente-appartement-24m-a-strasbourg-strasbourg,4555,48.584614,7.7507127
Appartement 24m² à strasbourg,Strasbourg,67000,113868,25,Appartements,1,https://www.etreproprio.com/immobilier-23975823-vente-appartement-24m-a-strasbourg-strasbourg,4555,48.584614,7.7507127
Appartement 36m² à strasbourg,Strasbourg,67000,151988,36,Appartements,1,https://www.etreproprio.com/immobilier-23975826-vente-appartement-36m-a-strasbourg-strasbourg,4222,48.584614,7.7507127
Appartement 36m² à strasbourg,Strasbourg,67200,151988,36,Appartements,1,https://www.etreproprio.com/immobilier-23975825-vente-appartement-36m-a-strasbourg-strasbourg,4222,48.584614,7.7507127
Appartement 94m² à strasbourg,Strasbourg,67100,242476,95,Appartements,5,https://www.etreproprio.com/immobilier-23975828-vente-appartement-94m-a-strasbourg-strasbourg,2552,48.584614,7.7507127
Appartement 96m² à strasbourg,Strasbourg,67000,367948,97,Appartements,4,https://www.etreproprio.com/immobilier-23975836-vente-appartement-96m-a-strasbourg-strasbourg,3793,48.584614,7.7507127
Opportunite foncia -  appartement 4 pièces au coeur de l'esplanade,Strasbourg,67000,345500,97,Appartements,4,https://www.etreproprio.com/immobilier-23856035-vente-opportunite-foncia-appartement-4-pieces-au-coeur-de-l-esplanade-strasbourg,3562,48.584614,7.7507127
Appartement 75m² à strasbourg,Strasbourg,67100,240900,75,Appartements,4,https://www.etreproprio.com/immobilier-23962661-vente-appartement-75m-a-strasbourg-strasbourg,3212,48.584614,7.7507127
Appartement 43m² à strasbourg,Strasbourg,67100,158500,43,Appartements,2,https://www.etreproprio.com/immobilier-23962659-vente-appartement-43m-a-strasbourg-strasbourg,3686,48.584614,7.7507127
Agréable appartement 4 pièces 91 m² env. à strasbourg stockfeld,Strasbourg,67100,285000,91,Appartements,4,https://www.etreproprio.com/immobilier-23961859-vente-agreable-appartement-4-pieces-91-m-env-a-strasbourg-stockfeld-strasbourg,3132,48.584614,7.7507127
Appartement 66m² à strasbourg,Strasbourg,67100,199000,66,Appartements,3,https://www.etreproprio.com/immobilier-23962660-vente-appartement-66m-a-strasbourg-strasbourg,3015,48.584614,7.7507127
"À vendre – appartement 5 pièces – 96 m² – 1 rue schulmeister, 67100 strasbourg (meinau)",Strasbourg,67100,325500,100,Appartements,5,https://www.etreproprio.com/immobilier-23964059-vente-a-vendre-appartement-5-pieces-96-m-1-rue-schulmeister-67100-strasbourg-meinau-strasbourg,3255,48.584614,7.7507127
Exclusif proche de strasbourg propriété agricole,Strasbourg,67000,1680000,220,Maisons,6,https://www.etreproprio.com/immobilier-23961793-vente-exclusif-proche-de-strasbourg-propriete-agricole-strasbourg,7636,48.584614,7.7507127
Local commercial allée de la robertsau,Strasbourg,67000,475000,132,Commerces,,https://www.etreproprio.com/immobilier-23354021-vente-local-commercial-allee-de-la-robertsau-strasbourg,3598,48.584614,7.7507127
Exclusivite foncia - spacieux 3 pièces à deux pas de l'arrêt de tram saint florent,Strasbourg,67200,192000,63,Appartements,3,https://www.etreproprio.com/immobilier-23957962-vente-exclusivite-foncia-spacieux-3-pieces-a-deux-pas-de-l-arret-de-tram-saint-florent-strasbourg,3048,48.584614,7.7507127
T2-halles-46.63,Strasbourg,67000,165000,46,Appartements,2,https://www.etreproprio.com/immobilier-23955100-vente-t2-halles-4663-strasbourg,3587,48.584614,7.7507127
Secteur meinau 3/4 pièces,Strasbourg,67100,249999,76,Appartements,4,https://www.etreproprio.com/immobilier-23949507-vente-secteur-meinau-34-pieces-strasbourg,3289,48.584614,7.7507127
Appartement 23m² à strasbourg,Strasbourg,67200,96000,24,Appartements,1,https://www.etreproprio.com/immobilier-22255735-vente-appartement-23m-a-strasbourg-strasbourg,4000,48.584614,7.7507127
Strasbourg : orangerie  4 pièces - balcon - cave,Strasbourg,67000,315000,93,Appartements,4,https://www.etreproprio.com/immobilier-23959784-vente-strasbourg-orangerie-4-pieces-balcon-cave-strasbourg,3387,48.584614,7.7507127
Appartement 42m² à strasbourg,Strasbourg,67100,158000,42,Appartements,2,https://www.etreproprio.com/immobilier-23955855-vente-appartement-42m-a-strasbourg-strasbourg,3762,48.584614,7.7507127
Appartement 123m² à strasbourg,Strasbourg,67000,479900,123,Appartements,5,https://www.etreproprio.com/immobilier-23844667-vente-appartement-123m-a-strasbourg-strasbourg,3902,48.584614,7.7507127
Appartement 75m² à strasbourg,Strasbourg,67000,259000,75,Appartements,3,https://www.etreproprio.com/immobilier-23960226-vente-appartement-75m-a-strasbourg-strasbourg,3453,48.584614,7.7507127
Krutenau appartement à saisir !,Strasbourg,67000,255730,52,Appartements,3,https://www.etreproprio.com/immobilier-23950827-vente-krutenau-appartement-a-saisir-strasbourg,4918,48.584614,7.7507127
67m² à strasbourg,Strasbourg,67000,61000,67,Autres,,https://www.etreproprio.com/immobilier-23565870-vente-67m-a-strasbourg-strasbourg,910,48.584614,7.7507127
"À vendre – a strasbourg - spacieux appartement traversant de 89 m², lumineux et sans vis-à-vis –",Strasbourg,67000,299000,89,Appartements,3,https://www.etreproprio.com/immobilier-23954164-vente-a-vendre-a-strasbourg-spacieux-appartement-traversant-de-89-m-lumineux-et-sans-vis-a-vis-strasbourg,3360,48.584614,7.7507127
Appartement strasbourg 3 pièce(s) 76.77m2,Strasbourg,67000,300000,77,Appartements,3,https://www.etreproprio.com/immobilier-23501329-vente-appartement-strasbourg-3-pieces-7677m2-strasbourg,3896,48.584614,7.7507127
Strasbourg : orangerie 3 pièces - balcon - cave,Strasbourg,67000,210000,55,Appartements,3,https://www.etreproprio.com/immobilier-23959785-vente-strasbourg-orangerie-3-pieces-balcon-cave-strasbourg,3818,48.584614,7.7507127
Appartement 25m² à strasbourg,Strasbourg,67100,99000,25,Appartements,1,https://www.etreproprio.com/immobilier-23952236-vente-appartement-25m-a-strasbourg-strasbourg,3960,48.584614,7.7507127
Appartement strasbourg 5 pièces,Strasbourg,67000,239650,85,Appartements,5,https://www.etreproprio.com/immobilier-23956308-vente-appartement-strasbourg-5-pieces-strasbourg,2819,48.584614,7.7507127
Strasbourg : orangerie 3 pièces - balcon - cave,Strasbourg,67000,200000,57,Appartements,3,https://www.etreproprio.com/immobilier-23959786-vente-strasbourg-orangerie-3-pieces-balcon-cave-strasbourg,3509,48.584614,7.7507127
Maison de ville avec jardin et double garage,Strasbourg,67000,651000,107,Maisons,6,https://www.etreproprio.com/immobilier-23959104-vente-maison-de-ville-avec-jardin-et-double-garage-strasbourg,6084,48.584614,7.7507127
Appartement 83m² à strasbourg,Strasbourg,67000,432000,83,Appartements,4,https://www.etreproprio.com/immobilier-23496104-vente-appartement-83m-a-strasbourg-strasbourg,5205,48.584614,7.7507127
Appartement 42m² à strasbourg,Strasbourg,67100,161000,43,Appartements,2,https://www.etreproprio.com/immobilier-23680235-vente-appartement-42m-a-strasbourg-strasbourg,3744,48.584614,7.7507127
Cronenbourg - t3 - 62m²,Strasbourg,67200,167400,62,Appartements,3,https://www.etreproprio.com/immobilier-23955102-vente-cronenbourg-t3-62m-strasbourg,2700,48.584614,7.7507127
Loft en dernier etage neuf quartier robertsau,Strasbourg,67000,265200,56,Appartements,2,https://www.etreproprio.com/immobilier-23959102-vente-loft-en-dernier-etage-neuf-quartier-robertsau-strasbourg,4736,48.584614,7.7507127
Appartement 38m² à strasbourg,Strasbourg,67100,129000,38,Appartements,2,https://www.etreproprio.com/immobilier-23955852-vente-appartement-38m-a-strasbourg-strasbourg,3395,48.584614,7.7507127
Exceptionnel - vue panoramique t5 attique,Strasbourg,67000,784900,106,Appartements,5,https://www.etreproprio.com/immobilier-23951545-vente-exceptionnel-vue-panoramique-t5-attique-strasbourg,7405,48.584614,7.7507127
Schiltigheim appartement 4 pieces terrasse,Strasbourg,67200,324000,78,Appartements,4,https://www.etreproprio.com/immobilier-23956411-vente-schiltigheim-appartement-4-pieces-terrasse-strasbourg,4154,48.584614,7.7507127
Appartement 54m² à strasbourg,Strasbourg,67000,210000,54,Appartements,2,https://www.etreproprio.com/immobilier-21679402-vente-appartement-54m-a-strasbourg-strasbourg,3889,48.584614,7.7507127
Appartement 59m² à strasbourg,Strasbourg,67200,169900,59,Appartements,3,https://www.etreproprio.com/immobilier-22927847-vente-appartement-59m-a-strasbourg-strasbourg,2880,48.584614,7.7507127
Appartement 76m² à strasbourg,Strasbourg,67000,374500,76,Appartements,4,https://www.etreproprio.com/immobilier-23957113-vente-appartement-76m-a-strasbourg-strasbourg,4928,48.584614,7.7507127
1p neuf quartier robertsau,Strasbourg,67000,173250,32,Appartements,1,https://www.etreproprio.com/immobilier-23959103-vente-1p-neuf-quartier-robertsau-strasbourg,5414,48.584614,7.7507127
Strasbourg hypercentre - les jardins d'alsace - spacieux 2 pieces - 73m² - 2 caves - possibilite parking,Strasbourg,67000,180000,73,Appartements,2,https://www.etreproprio.com/immobilier-23105986-vente-strasbourg-hypercentre-les-jardins-d-alsace-spacieux-2-pieces-73m-2-caves-possibilite-parking-strasbourg,2466,48.584614,7.7507127
Appartement strasbourg 3 pièces 65 m2 / centre ville / balcon / parking,Strasbourg,67100,345000,65,Appartements,3,https://www.etreproprio.com/immobilier-23956313-vente-appartement-strasbourg-3-pieces-65-m2-centre-ville-balcon-parking-strasbourg,5308,48.584614,7.7507127
Contades-appartement- 120m2,Strasbourg,67000,598500,120,Appartements,4,https://www.etreproprio.com/immobilier-23955104-vente-contades-appartement-120m2-strasbourg,4988,48.584614,7.7507127
Appartement à vendre,Strasbourg,67100,298000,85,Appartements,3,https://www.etreproprio.com/immobilier-23954166-vente-appartement-a-vendre-strasbourg,3506,48.584614,7.7507127
Maison 195m² à strasbourg,Strasbourg,67100,936000,195,Maisons,8,https://www.etreproprio.com/immobilier-23952239-vente-maison-195m-a-strasbourg-strasbourg,4800,48.584614,7.7507127
Appartement 37m² à strasbourg,Strasbourg,67200,135500,37,Appartements,2,https://www.etreproprio.com/immobilier-23961018-vente-appartement-37m-a-strasbourg-strasbourg,3662,48.584614,7.7507127
3p neuf avec terrasse de 17.5m²,Strasbourg,67000,270400,53,Appartements,3,https://www.etreproprio.com/immobilier-23959101-vente-3p-neuf-avec-terrasse-de-175m-strasbourg,5102,48.584614,7.7507127
Maison des années 60 au potentiel rare quartier des villas à la meinau,Strasbourg,67100,599000,242,Maisons,9,https://www.etreproprio.com/immobilier-23952975-vente-maison-des-annees-60-au-potentiel-rare-quartier-des-villas-a-la-meinau-strasbourg,2475,48.584614,7.7507127
A vendre strasbourg appartement 5/6 pièces 130 m2,Strasbourg,67000,386000,130,Appartements,6,https://www.etreproprio.com/immobilier-23954163-vente-a-vendre-strasbourg-appartement-56-pieces-130-m2-strasbourg,2969,48.584614,7.7507127
"Avenue racine – studio 31,8 m² avec terrasse dans copropriété 2017. emplacement recherché, idéal investissement ou première acqu",Strasbourg,67200,118000,31,Appartements,1,https://www.etreproprio.com/immobilier-23957963-vente-avenue-racine-studio-318-m-avec-terrasse-dans-copropriete-2017-emplacement-recherche-ideal-investissement-ou-premiere-acqu-strasbourg,3806,48.584614,7.7507127
Appartement neuf 3 pièces 61 m² strasbourg robertsau,Strasbourg,67000,355000,61,Appartements,3,https://www.etreproprio.com/immobilier-23959626-vente-appartement-neuf-3-pieces-61-m-strasbourg-robertsau-strasbourg,5820,48.584614,7.7507127
"Muse d'art modern - t3 - 72,4m²",Strasbourg,67000,215000,72,Appartements,3,https://www.etreproprio.com/immobilier-23955101-vente-muse-d-art-modern-t3-724m-strasbourg,2986,48.584614,7.7507127
Appartement 29m² à strasbourg,Strasbourg,67100,128000,30,Appartements,1,https://www.etreproprio.com/immobilier-23952238-vente-appartement-29m-a-strasbourg-strasbourg,4267,48.584614,7.7507127
Appartement 3 pièces avec terrasse - strasbourg jardin des deux rives,Strasbourg,67000,254600,64,Appartements,3,https://www.etreproprio.com/immobilier-23188977-vente-appartement-3-pieces-avec-terrasse-strasbourg-jardin-des-deux-rives-strasbourg,3978,48.584614,7.7507127
Appartement 87m² à strasbourg,Strasbourg,67100,241500,88,Appartements,4,https://www.etreproprio.com/immobilier-23957260-vente-appartement-87m-a-strasbourg-strasbourg,2744,48.584614,7.7507127
Appartement 17m² à strasbourg,Strasbourg,67200,79200,17,Appartements,1,https://www.etreproprio.com/immobilier-23556445-vente-appartement-17m-a-strasbourg-strasbourg,4659,48.584614,7.7507127
Strasbourg : orangerie 3 pièces - balcon - cave,Strasbourg,67000,215000,57,Appartements,3,https://www.etreproprio.com/immobilier-23959783-vente-strasbourg-orangerie-3-pieces-balcon-cave-strasbourg,3772,48.584614,7.7507127
Maison 200m² à strasbourg,Strasbourg,67100,895000,200,Maisons,8,https://www.etreproprio.com/immobilier-23955342-vente-maison-200m-a-strasbourg-strasbourg,4475,48.584614,7.7507127
Appartement 125m² à strasbourg,Strasbourg,67000,499800,125,Appartements,5,https://www.etreproprio.com/immobilier-23946899-vente-appartement-125m-a-strasbourg-strasbourg,3998,48.584614,7.7507127
Appartement 53m² à strasbourg,Strasbourg,67100,125000,53,Appartements,2,https://www.etreproprio.com/immobilier-23844946-vente-appartement-53m-a-strasbourg-strasbourg,2358,48.584614,7.7507127
Appartement 44m² à strasbourg,Strasbourg,67200,,45,Appartements,2,https://www.etreproprio.com/immobilier-23943364-vente-appartement-44m-a-strasbourg-strasbourg,,48.584614,7.7507127
Appartement 67m² à strasbourg,Strasbourg,67200,169000,68,Appartements,3,https://www.etreproprio.com/immobilier-23940453-vente-appartement-67m-a-strasbourg-strasbourg,2485,48.584614,7.7507127
Appartement 4 pièces rénové 2025,Strasbourg,67200,235000,86,Appartements,4,https://www.etreproprio.com/immobilier-23937390-vente-appartement-4-pieces-renove-2025-strasbourg,2733,48.584614,7.7507127
"Strasbourg prestigieux 7 pieces ""pieds dans l'eau""",Strasbourg,67000,1790000,321,Appartements,7,https://www.etreproprio.com/immobilier-19653947-vente-strasbourg-prestigieux-7-pieces-pieds-dans-l-eau-strasbourg,5576,48.584614,7.7507127
"À vendre – appartement f2 de 55,02 m² avec balcon strasbourg",Strasbourg,67000,159000,55,Appartements,2,https://www.etreproprio.com/immobilier-23944936-vente-a-vendre-appartement-f2-de-5502-m-avec-balcon-strasbourg-strasbourg,2891,48.584614,7.7507127
