titre,ville,code_postal,prix,surface,type_bien,pieces,url,prix_m2,latitude,longitude
T2 + grande terrasse + garage – à 2 pas du centre !,Aix-En-Provence,13090,290000,50,Appartements,2,https://www.etreproprio.com/immobilier-23958843-vente-t2-grande-terrasse-garage-a-2-pas-du-centre-aix-en-provence,5800,43.5298424,5.4474738
Appartement 102m² à aix-en-provence,Aix-En-Provence,13100,856000,102,Appartements,3,https://www.etreproprio.com/immobilier-23948991-vente-appartement-102m-a-aix-en-provence-aix-en-provence,8392,43.5298424,5.4474738
Loft rue celony,Aix-En-Provence,13100,300000,40,Appartements,2,https://www.etreproprio.com/immobilier-23955074-vente-loft-rue-celony-aix-en-provence,7500,43.5298424,5.4474738
Terrain 1206m² à aix-en-provence,Aix-En-Provence,13090,750000,1206,Terrains,,https://www.etreproprio.com/immobilier-23960420-vente-terrain-1206m-a-aix-en-provence-aix-en-provence,622,43.5298424,5.4474738
Maison aix en provence 7 pièce(s) 185 m2,Aix-En-Provence,13100,1295000,185,Maisons,7,https://www.etreproprio.com/immobilier-23955076-vente-maison-aix-en-provence-7-pieces-185-m2-aix-en-provence,7000,43.5298424,5.4474738
Appartement  t2 avec terrasse et box à aix la duranne,Aix-En-Provence,13100,260000,50,Appartements,2,https://www.etreproprio.com/immobilier-23959427-vente-appartement-t2-avec-terrasse-et-box-a-aix-la-duranne-aix-en-provence,5200,43.5298424,5.4474738
Droit au bail à aix-en-provence,Aix-En-Provence,13100,175000,60,Commerces,,https://www.etreproprio.com/immobilier-23949773-vente-droit-au-bail-a-aix-en-provence-aix-en-provence,2917,43.5298424,5.4474738
À vendre : appartement 3 pièces à aix-en-provence - les milles,Aix-En-Provence,13290,319000,76,Appartements,3,https://www.etreproprio.com/immobilier-23955078-vente-a-vendre-appartement-3-pieces-a-aix-en-provence-les-milles-aix-en-provence,4197,43.5298424,5.4474738
Terrain 540m² à aix-en-provence,Aix-En-Provence,13090,400000,540,Terrains,,https://www.etreproprio.com/immobilier-23949366-vente-terrain-540m-a-aix-en-provence-aix-en-provence,741,43.5298424,5.4474738
Appartement aix-en-provence pont de l'arc - 2 pièces 43.12 m2,Aix-En-Provence,13090,290000,43,Appartements,2,https://www.etreproprio.com/immobilier-23960069-vente-appartement-aix-en-provence-pont-de-l-arc-2-pieces-4312-m2-aix-en-provence,6744,43.5298424,5.4474738
Aix  sud- elégant appartement rénové et climatisé dernier étage 88m2 avec terrasse et garage,Aix-En-Provence,13100,360000,88,Appartements,4,https://www.etreproprio.com/immobilier-23949531-vente-aix-sud-elegant-appartement-renove-et-climatise-dernier-etage-88m2-avec-terrasse-et-garage-aix-en-provence,4091,43.5298424,5.4474738
Maison de maître 180 m2 avec jardin,Aix-En-Provence,13100,570000,180,Maisons,5,https://www.etreproprio.com/immobilier-23955071-vente-maison-de-maitre-180-m2-avec-jardin-aix-en-provence,3167,43.5298424,5.4474738
Appartement 62m² à aix-en-provence,Aix-En-Provence,13100,263750,62,Appartements,3,https://www.etreproprio.com/immobilier-23947677-vente-appartement-62m-a-aix-en-provence-aix-en-provence,4254,43.5298424,5.4474738
Appartement t2 45m2 avec terrasse 10m2,Aix-En-Provence,13100,240000,45,Appartements,2,https://www.etreproprio.com/immobilier-23948906-vente-appartement-t2-45m2-avec-terrasse-10m2-aix-en-provence,5333,43.5298424,5.4474738
Appartement t3 a deux pas du centre d'aix-en-provence,Aix-En-Provence,13080,550000,70,Appartements,3,https://www.etreproprio.com/immobilier-23948934-vente-appartement-t3-a-deux-pas-du-centre-d-aix-en-provence-aix-en-provence,7857,43.5298424,5.4474738
Maison 93m² à aix-en-provence,Aix-En-Provence,13100,470000,94,Maisons,4,https://www.etreproprio.com/immobilier-21177608-vente-maison-93m-a-aix-en-provence-aix-en-provence,5000,43.5298424,5.4474738
Appartement 66m² à aix-en-provence,Aix-En-Provence,13100,298000,66,Appartements,4,https://www.etreproprio.com/immobilier-23947676-vente-appartement-66m-a-aix-en-provence-aix-en-provence,4515,43.5298424,5.4474738
Aix-en-provence / maison de ville - saint-jérôme,Aix-En-Provence,13100,1445000,230,Maisons,7,https://www.etreproprio.com/immobilier-20493733-vente-aix-en-provence-maison-de-ville-saint-jerome-aix-en-provence,6283,43.5298424,5.4474738
Appartement 44m² à aix-en-provence,Aix-En-Provence,13090,327984,44,Appartements,2,https://www.etreproprio.com/immobilier-23948346-vente-appartement-44m-a-aix-en-provence-aix-en-provence,7454,43.5298424,5.4474738
Appartement 97m² à aix-en-provence,Aix-En-Provence,13090,611988,97,Appartements,4,https://www.etreproprio.com/immobilier-23948344-vente-appartement-97m-a-aix-en-provence-aix-en-provence,6309,43.5298424,5.4474738
T3 renove dernier etage pont de l'arc aix en provence,Aix-En-Provence,13090,260000,50,Appartements,3,https://www.etreproprio.com/immobilier-23946747-vente-t3-renove-dernier-etage-pont-de-l-arc-aix-en-provence-aix-en-provence,5200,43.5298424,5.4474738
Appartement 66m² à aix-en-provence,Aix-En-Provence,13090,499996,66,Appartements,3,https://www.etreproprio.com/immobilier-23948401-vente-appartement-66m-a-aix-en-provence-aix-en-provence,7576,43.5298424,5.4474738
A vendre t2/3 centre historique aix en provence,Aix-En-Provence,13100,290000,78,Appartements,3,https://www.etreproprio.com/immobilier-23605758-vente-a-vendre-t23-centre-historique-aix-en-provence-aix-en-provence,3718,43.5298424,5.4474738
Appartement 82m² à aix-en-provence,Aix-En-Provence,13090,598989,82,Appartements,4,https://www.etreproprio.com/immobilier-23948409-vente-appartement-82m-a-aix-en-provence-aix-en-provence,7305,43.5298424,5.4474738
Magnifique appartement de standing de 105m2 traversant avec toit terrasse,Aix-En-Provence,13100,1058000,105,Appartements,4,https://www.etreproprio.com/immobilier-23948916-vente-magnifique-appartement-de-standing-de-105m2-traversant-avec-toit-terrasse-aix-en-provence,10076,43.5298424,5.4474738
Magnifique t4 de 103 m2 + toit terrasse de 60 m2 + séjour de 46 m2 + vue dégagé,Aix-En-Provence,13100,1048000,103,Appartements,4,https://www.etreproprio.com/immobilier-23948922-vente-magnifique-t4-de-103-m2-toit-terrasse-de-60-m2-sejour-de-46-m2-vue-degage-aix-en-provence,10175,43.5298424,5.4474738
Maison 90m² à aix-en-provence,Aix-En-Provence,13540,545000,90,Maisons,4,https://www.etreproprio.com/immobilier-23947565-vente-maison-90m-a-aix-en-provence-aix-en-provence,6056,43.5298424,5.4474738
Appartement 66m² à aix-en-provence,Aix-En-Provence,13090,462984,66,Appartements,3,https://www.etreproprio.com/immobilier-23948349-vente-appartement-66m-a-aix-en-provence-aix-en-provence,7015,43.5298424,5.4474738
Appartement 67m² à aix-en-provence,Aix-En-Provence,13090,438984,67,Appartements,3,https://www.etreproprio.com/immobilier-23948348-vente-appartement-67m-a-aix-en-provence-aix-en-provence,6552,43.5298424,5.4474738
Appartement 98m² à aix-en-provence,Aix-En-Provence,13090,618984,98,Appartements,4,https://www.etreproprio.com/immobilier-23948350-vente-appartement-98m-a-aix-en-provence-aix-en-provence,6316,43.5298424,5.4474738
Appartement 44m² à aix-en-provence,Aix-En-Provence,13090,331984,44,Appartements,2,https://www.etreproprio.com/immobilier-23948345-vente-appartement-44m-a-aix-en-provence-aix-en-provence,7545,43.5298424,5.4474738
Aix-en-provence / villa neuve d’architecte centre-ville à pied,Aix-En-Provence,13100,2800000,330,Maisons,8,https://www.etreproprio.com/immobilier-23948082-vente-aix-en-provence-villa-neuve-d-architecte-centre-ville-a-pied-aix-en-provence,8485,43.5298424,5.4474738
Finistere - brest (29200) - a vendre - maison - t4 - 3 chambres - dpe d - proche base navale - garage - idealement situee,Brest,29200,225000,90,Maisons,5,https://www.etreproprio.com/immobilier-23978490-vente-finistere-brest-29200-a-vendre-maison-t4-3-chambres-dpe-d-proche-base-navale-garage-idealement-situee-brest,2500,48.3905283,-4.4860088
Appartement 81m² à brest,Brest,29200,190000,81,Appartements,5,https://www.etreproprio.com/immobilier-23975435-vente-appartement-81m-a-brest-brest,2346,48.3905283,-4.4860088
Finistere - brest (29200) - a vendre - appartement - t4 - 3 chambres - dernier etage - aucuns travaux - dpe d - ideal investisse,Brest,29200,164500,100,Appartements,5,https://www.etreproprio.com/immobilier-23978491-vente-finistere-brest-29200-a-vendre-appartement-t4-3-chambres-dernier-etage-aucuns-travaux-dpe-d-ideal-investisse-brest,1645,48.3905283,-4.4860088
Maison brest 6 pièces 90 m2,Brest,29200,279840,90,Maisons,6,https://www.etreproprio.com/immobilier-23975950-vente-maison-brest-6-pieces-90-m2-brest,3109,48.3905283,-4.4860088
Appartement 98m² à brest,Brest,29200,189000,98,Appartements,5,https://www.etreproprio.com/immobilier-23972512-vente-appartement-98m-a-brest-brest,1929,48.3905283,-4.4860088
Maison 84m² à brest,Brest,29200,225000,84,Maisons,4,https://www.etreproprio.com/immobilier-23975291-vente-maison-84m-a-brest-brest,2679,48.3905283,-4.4860088
Maison 118m² à brest,Brest,29200,420000,118,Maisons,6,https://www.etreproprio.com/immobilier-23970664-vente-maison-118m-a-brest-brest,3559,48.3905283,-4.4860088
Finistere - brest (29200) - a vendre - maison 121 m2 habitable - 205m2 utile - 3 chambres -  buanderie et grenier amenageables -,Brest,29200,316000,200,Maisons,5,https://www.etreproprio.com/immobilier-23978486-vente-finistere-brest-29200-a-vendre-maison-121-m2-habitable-205m2-utile-3-chambres-buanderie-et-grenier-amenageables-brest,1580,48.3905283,-4.4860088
Finistere - brest (29200) - a vendre - maison  1982 - 4 chambres - garage - quartier recherche - grande piece de vie - deux bure,Brest,29200,285000,120,Maisons,5,https://www.etreproprio.com/immobilier-23978488-vente-finistere-brest-29200-a-vendre-maison-1982-4-chambres-garage-quartier-recherche-grande-piece-de-vie-deux-bure-brest,2375,48.3905283,-4.4860088
Commerce 50m² à brest,Brest,29200,146400,50,Commerces,,https://www.etreproprio.com/immobilier-23692428-vente-commerce-50m-a-brest-brest,2928,48.3905283,-4.4860088
Finistere - brest (29200) - a vendre - maison t4 - piece de vie de 40m² avec acces direct au jardin - piscine spa a etudier - pr,Brest,29200,235000,100,Maisons,4,https://www.etreproprio.com/immobilier-23978489-vente-finistere-brest-29200-a-vendre-maison-t4-piece-de-vie-de-40m-avec-acces-direct-au-jardin-piscine-spa-a-etudier-pr-brest,2350,48.3905283,-4.4860088
Commerce 107m² à brest,Brest,29200,287000,107,Commerces,5,https://www.etreproprio.com/immobilier-22672211-vente-commerce-107m-a-brest-brest,2682,48.3905283,-4.4860088
La cavale blanche - t2 idéalement exposé (s/o) avec grand balcon fermé et parking privatif,Brest,29200,84000,42,Appartements,2,https://www.etreproprio.com/immobilier-23978459-vente-la-cavale-blanche-t2-idealement-expose-so-avec-grand-balcon-ferme-et-parking-privatif-brest,2000,48.3905283,-4.4860088
"29200 brest appartement sécurisé proche tous commerces, fac et centre ville",Brest,29200,236000,84,Appartements,4,https://www.etreproprio.com/immobilier-23966206-vente-29200-brest-appartement-securise-proche-tous-commerces-fac-et-centre-ville-brest,2810,48.3905283,-4.4860088
Appartement 53m² à brest,Brest,29200,177900,53,Appartements,3,https://www.etreproprio.com/immobilier-23873810-vente-appartement-53m-a-brest-brest,3357,48.3905283,-4.4860088
Proche arsenal et lycée javouhey - spacieux t1 bis dans petite copropriété de 1988,Brest,29200,69000,21,Appartements,1,https://www.etreproprio.com/immobilier-23978458-vente-proche-arsenal-et-lycee-javouhey-spacieux-t1-bis-dans-petite-copropriete-de-1988-brest,3286,48.3905283,-4.4860088
Appartement brest entièrement rénové t3 – 67 m² - menez paul,Brest,29200,169000,67,Appartements,3,https://www.etreproprio.com/immobilier-23978492-vente-appartement-brest-entierement-renove-t3-67-m-menez-paul-brest,2522,48.3905283,-4.4860088
Maison 86m² à brest,Brest,29200,349900,86,Maisons,4,https://www.etreproprio.com/immobilier-23970483-vente-maison-86m-a-brest-brest,4069,48.3905283,-4.4860088
Triangle d'or - hyper centre,Brest,29200,239000,98,Appartements,5,https://www.etreproprio.com/immobilier-23007362-vente-triangle-d-or-hyper-centre-brest,2439,48.3905283,-4.4860088
Rare - brest- saint michel - charmante maison de ville avec cour intérieur,Brest,29200,354500,,Maisons,5,https://www.etreproprio.com/immobilier-23963030-vente-rare-brest-saint-michel-charmante-maison-de-ville-avec-cour-interieur-brest,,48.3905283,-4.4860088
Finistere - brest (29200) - a vendre - maison t6 145m² - 4 chambres - garage - terrain clos 500m² - belle piece de vie,Brest,29200,340500,145,Maisons,6,https://www.etreproprio.com/immobilier-23961469-vente-finistere-brest-29200-a-vendre-maison-t6-145m-4-chambres-garage-terrain-clos-500m-belle-piece-de-vie-brest,2348,48.3905283,-4.4860088
A vendre appartement t4 cours dajot à brest,Brest,29200,399000,84,Appartements,4,https://www.etreproprio.com/immobilier-23217312-vente-a-vendre-appartement-t4-cours-dajot-a-brest-brest,4750,48.3905283,-4.4860088
Finistere - brest (29200) - a vendre - appartement de 59 m2  de 2011 - 2 chambres - balcon de 9 m2 - dalle beton - place de park,Brest,29200,170000,59,Appartements,3,https://www.etreproprio.com/immobilier-23964603-vente-finistere-brest-29200-a-vendre-appartement-de-59-m2-de-2011-2-chambres-balcon-de-9-m2-dalle-beton-place-de-park-brest,2881,48.3905283,-4.4860088
Appartement a vendre - brest triangle d'or cours dajot ascenseur balcon,Brest,29200,399000,84,Appartements,4,https://www.etreproprio.com/immobilier-23963322-vente-appartement-a-vendre-brest-triangle-d-or-cours-dajot-ascenseur-balcon-brest,4750,48.3905283,-4.4860088
Maison 82m² à brest,Brest,29200,260000,82,Maisons,4,https://www.etreproprio.com/immobilier-23576839-vente-maison-82m-a-brest-brest,3171,48.3905283,-4.4860088
Chambre de bonne 13 m²,Brest,29200,49500,13,Appartements,1,https://www.etreproprio.com/immobilier-23957519-vente-chambre-de-bonne-13-m-brest,3808,48.3905283,-4.4860088
A vendre appartement  hyper centre de brest,Brest,29200,202230,75,Appartements,3,https://www.etreproprio.com/immobilier-23949393-vente-a-vendre-appartement-hyper-centre-de-brest-brest,2696,48.3905283,-4.4860088
"Maison  brest  maison t5 avec terrasses, parking et garage 114 m2",Brest,29200,380000,114,Maisons,5,https://www.etreproprio.com/immobilier-23512229-vente-maison-brest-maison-t5-avec-terrasses-parking-et-garage-114-m2-brest,3333,48.3905283,-4.4860088
Rare - siam - appartement de 126 m2 au dernier étage avec terrasse - ascenseur et parkings,Brest,29200,,126,Appartements,5,https://www.etreproprio.com/immobilier-23953814-vente-rare-siam-appartement-de-126-m2-au-dernier-etage-avec-terrasse-ascenseur-et-parkings-brest,,48.3905283,-4.4860088
Bureaux parfait état,Brest,29200,169800,91,Commerces,,https://www.etreproprio.com/immobilier-23957518-vente-bureaux-parfait-etat-brest,1866,48.3905283,-4.4860088
Finistere - brest (29200) - a vendre - appartement - t5 - 4 chambres - colocation en place - ideal investisseur - dpe d - balcon,Brest,29200,164500,90,Appartements,6,https://www.etreproprio.com/immobilier-23955350-vente-finistere-brest-29200-a-vendre-appartement-t5-4-chambres-colocation-en-place-ideal-investisseur-dpe-d-balcon-brest,1828,48.3905283,-4.4860088
Appartement t4 brest  à vendre,Brest,29200,224640,92,Appartements,4,https://www.etreproprio.com/immobilier-23951625-vente-appartement-t4-brest-a-vendre-brest,2442,48.3905283,-4.4860088
Appartement t6 duplex avec ascenseur a vendre brest la croix rouge,Brest,29200,312700,108,Appartements,5,https://www.etreproprio.com/immobilier-23955670-vente-appartement-t6-duplex-avec-ascenseur-a-vendre-brest-la-croix-rouge-brest,2895,48.3905283,-4.4860088
Triplex t6 a vendre brest,Brest,29200,380000,114,Maisons,6,https://www.etreproprio.com/immobilier-21008287-vente-triplex-t6-a-vendre-brest-brest,3333,48.3905283,-4.4860088
Finistere - brest (29200) - a vendre - appartement t4 57m² - 2 chambres - dalle berton - parking privatif - chaudiere neuve,Brest,29200,128500,57,Appartements,4,https://www.etreproprio.com/immobilier-23955351-vente-finistere-brest-29200-a-vendre-appartement-t4-57m-2-chambres-dalle-berton-parking-privatif-chaudiere-neuve-brest,2254,48.3905283,-4.4860088
Lumineux appartement 3 pièces  brest - saint luc (29),Brest,29200,179000,66,Appartements,3,https://www.etreproprio.com/immobilier-23958053-vente-lumineux-appartement-3-pieces-brest-saint-luc-29-brest,2712,48.3905283,-4.4860088
Exclusivite a vendre brest kerinou lanredec appartement t2 44 m² 1 chambre parking privatif proche facultes,Brest,29200,107000,44,Appartements,2,https://www.etreproprio.com/immobilier-23037445-vente-exclusivite-a-vendre-brest-kerinou-lanredec-appartement-t2-44-m-1-chambre-parking-privatif-proche-facultes-brest,2432,48.3905283,-4.4860088
Exceptionnel - liberte - appartement de 200m2 - ascenseur - garages,Brest,29200,527500,201,Appartements,7,https://www.etreproprio.com/immobilier-23554143-vente-exceptionnel-liberte-appartement-de-200m2-ascenseur-garages-brest,2624,48.3905283,-4.4860088
Appartement 45m² à brest,Brest,29200,249000,45,Appartements,2,https://www.etreproprio.com/immobilier-23960013-vente-appartement-45m-a-brest-brest,5533,48.3905283,-4.4860088
Appartement brest 3 pièce(s) 74 m2,Brest,29200,199000,75,Appartements,3,https://www.etreproprio.com/immobilier-23959119-vente-appartement-brest-3-pieces-74-m2-brest,2653,48.3905283,-4.4860088
Appartement 72m² à brest,Brest,29200,329000,72,Appartements,3,https://www.etreproprio.com/immobilier-23960012-vente-appartement-72m-a-brest-brest,4569,48.3905283,-4.4860088
A vendre - appartement t4  secteur cetre commercial europe à brest,Brest,29200,191700,80,Appartements,4,https://www.etreproprio.com/immobilier-23959595-vente-a-vendre-appartement-t4-secteur-cetre-commercial-europe-a-brest-brest,2396,48.3905283,-4.4860088
Appartement t3 terrasse a vendre le relecq-kerhuon,Brest,29200,350000,79,Appartements,3,https://www.etreproprio.com/immobilier-23955671-vente-appartement-t3-terrasse-a-vendre-le-relecq-kerhuon-brest,4430,48.3905283,-4.4860088
Maison 108m² à brest,Brest,29200,267000,108,Maisons,4,https://www.etreproprio.com/immobilier-23796834-vente-maison-108m-a-brest-brest,2472,48.3905283,-4.4860088
Exclusivité - centre siam - jean moulin - exceptionnel appartement duplex de 150 m2 - 5 chambres - 2 garages - rare sur le march,Brest,29200,445000,150,Appartements,7,https://www.etreproprio.com/immobilier-23953815-vente-exclusivite-centre-siam-jean-moulin-exceptionnel-appartement-duplex-de-150-m2-5-chambres-2-garages-rare-sur-le-march-brest,2967,48.3905283,-4.4860088
Appartement t5 a vendre brest rive gauche - proche tramway - acces pmr,Brest,29200,149500,100,Appartements,5,https://www.etreproprio.com/immobilier-21767767-vente-appartement-t5-a-vendre-brest-rive-gauche-proche-tramway-acces-pmr-brest,1495,48.3905283,-4.4860088
"Brest t3 traversant, dernier étage, vue dégagée",Brest,29200,187380,67,Appartements,4,https://www.etreproprio.com/immobilier-23958119-vente-brest-t3-traversant-dernier-etage-vue-degagee-brest,2797,48.3905283,-4.4860088
A vendre   brest   appartement t4   2 chambres   terrasse   parking privatif   ascenseur,Brest,29200,219500,71,Appartements,4,https://www.etreproprio.com/immobilier-23939128-vente-a-vendre-brest-appartement-t4-2-chambres-terrasse-parking-privatif-ascenseur-brest,3092,48.3905283,-4.4860088
A vendre brest  st michel  appartement  vue mer dernier etage de 92 m2 ascenceur garage,Brest,29200,315000,92,Appartements,3,https://www.etreproprio.com/immobilier-23942148-vente-a-vendre-brest-st-michel-appartement-vue-mer-dernier-etage-de-92-m2-ascenceur-garage-brest,3424,48.3905283,-4.4860088
"À louer - bureaux 100 m² à brest quatre moulins - jardin privatif, refait à neuf",Brest,29200,169800,100,Commerces,,https://www.etreproprio.com/immobilier-23942147-vente-a-louer-bureaux-100-m-a-brest-quatre-moulins-jardin-privatif-refait-a-neuf-brest,1698,48.3905283,-4.4860088
"Brest, maison t8 de près de 200m2",Brest,29200,376200,188,Maisons,8,https://www.etreproprio.com/immobilier-23250895-vente-brest-maison-t8-de-pres-de-200m2-brest,2001,48.3905283,-4.4860088
"coup de cœur assuré – t3 rénové sur la rive gauche à brest, à deux pas du tram",Brest,29200,134500,49,Appartements,3,https://www.etreproprio.com/immobilier-23944065-vente-coup-de-coeur-assure-t3-renove-sur-la-rive-gauche-a-brest-a-deux-pas-du-tram-brest,2745,48.3905283,-4.4860088
"Brest, maison t8 de près de 200m2",Brest,29200,376200,188,Maisons,8,https://www.etreproprio.com/immobilier-23250901-vente-brest-maison-t8-de-pres-de-200m2-brest,2001,48.3905283,-4.4860088
A vendre  appartement brest 5 pièce(s) 87 m2 environ,Brest,29200,199330,87,Appartements,5,https://www.etreproprio.com/immobilier-23928626-vente-a-vendre-appartement-brest-5-pieces-87-m2-environ-brest,2291,48.3905283,-4.4860088
A vendre - appartement t5 - brest - rendement 10%,Brest,29200,172000,80,Appartements,5,https://www.etreproprio.com/immobilier-23945790-vente-a-vendre-appartement-t5-brest-rendement-10-brest,2150,48.3905283,-4.4860088
Appartement t2 centre ville,Brest,29200,106000,42,Appartements,2,https://www.etreproprio.com/immobilier-23593792-vente-appartement-t2-centre-ville-brest,2524,48.3905283,-4.4860088
Brest kerinou  appartement type 4 avec ascenseur et garage,Brest,29200,185500,78,Appartements,3,https://www.etreproprio.com/immobilier-23852722-vente-brest-kerinou-appartement-type-4-avec-ascenseur-et-garage-brest,2378,48.3905283,-4.4860088
Brest proche gare et port de commerce,Brest,29200,420000,135,Appartements,4,https://www.etreproprio.com/immobilier-23931353-vente-brest-proche-gare-et-port-de-commerce-brest,3111,48.3905283,-4.4860088
Appartement brest 2 pièce(s) 26 m2,Brest,29200,82000,26,Appartements,2,https://www.etreproprio.com/immobilier-23934736-vente-appartement-brest-2-pieces-26-m2-brest,3154,48.3905283,-4.4860088
Brest - appartement t1 bis meublé,Brest,29200,74000,31,Appartements,1,https://www.etreproprio.com/immobilier-23860520-vente-brest-appartement-t1-bis-meuble-brest,2387,48.3905283,-4.4860088
"Exclusif, brest rive gauche, maison 2 chambres",Brest,29200,139100,80,Maisons,3,https://www.etreproprio.com/immobilier-23934782-vente-exclusif-brest-rive-gauche-maison-2-chambres-brest,1739,48.3905283,-4.4860088
Appt t3 avec jardin,Brest,29200,138700,62,Appartements,3,https://www.etreproprio.com/immobilier-23934728-vente-appt-t3-avec-jardin-brest,2237,48.3905283,-4.4860088
Appartement 47m² à brest,Brest,29200,249000,47,Appartements,2,https://www.etreproprio.com/immobilier-23928632-vente-appartement-47m-a-brest-brest,5298,48.3905283,-4.4860088
Appartement 45m² à brest,Brest,29200,259000,45,Appartements,2,https://www.etreproprio.com/immobilier-23928630-vente-appartement-45m-a-brest-brest,5756,48.3905283,-4.4860088
Finistere - brest (29200) - a vendre - appartement t5 avec belle piece de vie - 3/4 chambres - balcons-terrasse-ascenseur-parkin,Brest,29200,212000,110,Appartements,5,https://www.etreproprio.com/immobilier-23934753-vente-finistere-brest-29200-a-vendre-appartement-t5-avec-belle-piece-de-vie-34-chambres-balcons-terrasse-ascenseur-parkin-brest,1927,48.3905283,-4.4860088
Appartement brest 3 pièce(s) 66 m2,Brest,29200,102000,66,Appartements,3,https://www.etreproprio.com/immobilier-23929574-vente-appartement-brest-3-pieces-66-m2-brest,1545,48.3905283,-4.4860088
Exclusivite   a vendre  brest lambezellec  appartement   duplex  t3   58m²   2 chambres  balcon parking,Brest,29200,158200,58,Appartements,3,https://www.etreproprio.com/immobilier-23740240-vente-exclusivite-a-vendre-brest-lambezellec-appartement-duplex-t3-58m-2-chambres-balcon-parking-brest,2728,48.3905283,-4.4860088
Appartement t2 a vendre brest rive gauche proche tramway,Brest,29200,76000,47,Appartements,2,https://www.etreproprio.com/immobilier-23929030-vente-appartement-t2-a-vendre-brest-rive-gauche-proche-tramway-brest,1617,48.3905283,-4.4860088
"Exclusif, brest rive gauche, maison 2 chambres",Brest,29200,139100,80,Maisons,3,https://www.etreproprio.com/immobilier-23934786-vente-exclusif-brest-rive-gauche-maison-2-chambres-brest,1739,48.3905283,-4.4860088
A vendre : appartement 5 pièces avec vue mer à vendre à brest - saint marc,Brest,29200,329000,129,Appartements,5,https://www.etreproprio.com/immobilier-23176035-vente-a-vendre-appartement-5-pieces-avec-vue-mer-a-vendre-a-brest-saint-marc-brest,2550,48.3905283,-4.4860088
Finistere - brest (29200) - a vendre - charmante maison - t4 - a proximite immediate du centre ville de brest - secteur calme et,Brest,29200,243000,58,Maisons,4,https://www.etreproprio.com/immobilier-23925239-vente-finistere-brest-29200-a-vendre-charmante-maison-t4-a-proximite-immediate-du-centre-ville-de-brest-secteur-calme-et-brest,4190,48.3905283,-4.4860088
Appartement 57m² à brest,Brest,29200,98100,58,Appartements,2,https://www.etreproprio.com/immobilier-23923824-vente-appartement-57m-a-brest-brest,1691,48.3905283,-4.4860088
Appartement 43m² à brest,Brest,29200,59920,43,Appartements,2,https://www.etreproprio.com/immobilier-23924322-vente-appartement-43m-a-brest-brest,1393,48.3905283,-4.4860088
Brest appartement t2 en résidence sénior,Brest,29200,60500,43,Appartements,2,https://www.etreproprio.com/immobilier-23528801-vente-brest-appartement-t2-en-residence-senior-brest,1407,48.3905283,-4.4860088
Finistere - brest (29200) - a vendre - appartement - 4 chambres  - beaux volumes - bien expose - ideal famille ou invstisseur -,Brest,29200,196000,100,Appartements,6,https://www.etreproprio.com/immobilier-23925240-vente-finistere-brest-29200-a-vendre-appartement-4-chambres-beaux-volumes-bien-expose-ideal-famille-ou-invstisseur-brest,1960,48.3905283,-4.4860088
A vendre  brest  saint pierre  appartement t2  locataire en place balcon parking,Brest,29200,112600,41,Appartements,2,https://www.etreproprio.com/immobilier-23921289-vente-a-vendre-brest-saint-pierre-appartement-t2-locataire-en-place-balcon-parking-brest,2746,48.3905283,-4.4860088
"Dpt finistère (29), à vendre brest triangle d'or vue rade appartement t4 de 121.08m² terrasse 16.48m²",Brest,29200,996000,124,Appartements,4,https://www.etreproprio.com/immobilier-22561941-vente-dpt-finistere-29-a-vendre-brest-triangle-d-or-vue-rade-appartement-t4-de-12108m-terrasse-1648m-brest,8032,48.3905283,-4.4860088
Finistere - brest (29200) - a vendre - salon de coiffure mixte de 37 m2 - 6 postes de coiffage - 2 bacs de lavage - 1 wc - buand,Brest,29200,55000,37,Commerces,2,https://www.etreproprio.com/immobilier-23925242-vente-finistere-brest-29200-a-vendre-salon-de-coiffure-mixte-de-37-m2-6-postes-de-coiffage-2-bacs-de-lavage-1-wc-buand-brest,1486,48.3905283,-4.4860088
Appartement brest 4 pièce(s) 78.77 m2,Brest,29200,219800,79,Appartements,4,https://www.etreproprio.com/immobilier-23922522-vente-appartement-brest-4-pieces-7877-m2-brest,2782,48.3905283,-4.4860088
Brest appartement t2 en résidence sénior,Brest,29200,60500,43,Appartements,2,https://www.etreproprio.com/immobilier-23528800-vente-brest-appartement-t2-en-residence-senior-brest,1407,48.3905283,-4.4860088
"Dpt finistère (29), à vendre brest triangle d'or vue rade appartement t3 de 80.79m² balcon 7.12m²",Brest,29200,678000,83,Appartements,3,https://www.etreproprio.com/immobilier-22561942-vente-dpt-finistere-29-a-vendre-brest-triangle-d-or-vue-rade-appartement-t3-de-8079m-balcon-712m-brest,8169,48.3905283,-4.4860088
A vendre brest kerichen saint luc appartement t4 double sejour 2 chambres balcon ascenseur,Brest,29200,160125,73,Appartements,4,https://www.etreproprio.com/immobilier-23913009-vente-a-vendre-brest-kerichen-saint-luc-appartement-t4-double-sejour-2-chambres-balcon-ascenseur-brest,2193,48.3905283,-4.4860088
Maison familiale 4 chambres sur sous sol complet  - brest (quartier pen ar chleuz),Brest,29200,335000,127,Maisons,6,https://www.etreproprio.com/immobilier-23913323-vente-maison-familiale-4-chambres-sur-sous-sol-complet-brest-quartier-pen-ar-chleuz-brest,2638,48.3905283,-4.4860088
